============================================================
SMTSIM 自动测试执行工具（适配新指令格式）
执行策略：不同Cache目录 ➜ 串行 | 同目录指令 ➜ 并行
指令文件：test_commands.txt
总有效指令：108 条
Cache目录总数：2 个
单目录并行数：120
日志目录：每个Cache下的 logs/
============================================================

========================================
开始执行 Cache：share32 | 共 108 条指令 | 并行数：120
日志目录：share32/logs
========================================
✅ [65/108] share32 执行成功 | share32_task65_20260417_170624.log
✅ [77/108] share32 执行成功 | share32_task77_20260417_170624.log
✅ [56/108] share32 执行成功 | share32_task56_20260417_170624.log
✅ [47/108] share32 执行成功 | share32_task47_20260417_170624.log
✅ [64/108] share32 执行成功 | share32_task64_20260417_170624.log
✅ [25/108] share32 执行成功 | share32_task25_20260417_170624.log
✅ [58/108] share32 执行成功 | share32_task58_20260417_170624.log
✅ [32/108] share32 执行成功 | share32_task32_20260417_170624.log
✅ [31/108] share32 执行成功 | share32_task31_20260417_170624.log
✅ [101/108] share32 执行成功 | share32_task101_20260417_170624.log
✅ [9/108] share32 执行成功 | share32_task9_20260417_170624.log
✅ [40/108] share32 执行成功 | share32_task40_20260417_170624.log
✅ [42/108] share32 执行成功 | share32_task42_20260417_170624.log
✅ [85/108] share32 执行成功 | share32_task85_20260417_170624.log
✅ [37/108] share32 执行成功 | share32_task37_20260417_170624.log
✅ [44/108] share32 执行成功 | share32_task44_20260417_170624.log
✅ [57/108] share32 执行成功 | share32_task57_20260417_170624.log
✅ [35/108] share32 执行成功 | share32_task35_20260417_170624.log
✅ [36/108] share32 执行成功 | share32_task36_20260417_170624.log
✅ [107/108] share32 执行成功 | share32_task107_20260417_170624.log
✅ [79/108] share32 执行成功 | share32_task79_20260417_170624.log
✅ [29/108] share32 执行成功 | share32_task29_20260417_170624.log
✅ [7/108] share32 执行成功 | share32_task7_20260417_170624.log
✅ [8/108] share32 执行成功 | share32_task8_20260417_170624.log
✅ [80/108] share32 执行成功 | share32_task80_20260417_170624.log
✅ [73/108] share32 执行成功 | share32_task73_20260417_170624.log
✅ [18/108] share32 执行成功 | share32_task18_20260417_170624.log
✅ [78/108] share32 执行成功 | share32_task78_20260417_170624.log
✅ [108/108] share32 执行成功 | share32_task108_20260417_170624.log
✅ [72/108] share32 执行成功 | share32_task72_20260417_170624.log
✅ [6/108] share32 执行成功 | share32_task6_20260417_170624.log
✅ [105/108] share32 执行成功 | share32_task105_20260417_170624.log
✅ [49/108] share32 执行成功 | share32_task49_20260417_170624.log
✅ [55/108] share32 执行成功 | share32_task55_20260417_170624.log
✅ [48/108] share32 执行成功 | share32_task48_20260417_170624.log
✅ [70/108] share32 执行成功 | share32_task70_20260417_170624.log
✅ [1/108] share32 执行成功 | share32_task1_20260417_170624.log
✅ [98/108] share32 执行成功 | share32_task98_20260417_170624.log
✅ [62/108] share32 执行成功 | share32_task62_20260417_170624.log
✅ [59/108] share32 执行成功 | share32_task59_20260417_170624.log
✅ [106/108] share32 执行成功 | share32_task106_20260417_170624.log
✅ [60/108] share32 执行成功 | share32_task60_20260417_170624.log
✅ [5/108] share32 执行成功 | share32_task5_20260417_170624.log
✅ [41/108] share32 执行成功 | share32_task41_20260417_170624.log
✅ [97/108] share32 执行成功 | share32_task97_20260417_170624.log
✅ [67/108] share32 执行成功 | share32_task67_20260417_170624.log
✅ [61/108] share32 执行成功 | share32_task61_20260417_170624.log
✅ [104/108] share32 执行成功 | share32_task104_20260417_170624.log
✅ [33/108] share32 执行成功 | share32_task33_20260417_170624.log
✅ [66/108] share32 执行成功 | share32_task66_20260417_170624.log
✅ [2/108] share32 执行成功 | share32_task2_20260417_170624.log
✅ [71/108] share32 执行成功 | share32_task71_20260417_170624.log
✅ [15/108] share32 执行成功 | share32_task15_20260417_170624.log
✅ [17/108] share32 执行成功 | share32_task17_20260417_170624.log
✅ [39/108] share32 执行成功 | share32_task39_20260417_170624.log
✅ [4/108] share32 执行成功 | share32_task4_20260417_170624.log
✅ [23/108] share32 执行成功 | share32_task23_20260417_170624.log
✅ [86/108] share32 执行成功 | share32_task86_20260417_170624.log
✅ [93/108] share32 执行成功 | share32_task93_20260417_170624.log
✅ [103/108] share32 执行成功 | share32_task103_20260417_170624.log
✅ [3/108] share32 执行成功 | share32_task3_20260417_170624.log
✅ [63/108] share32 执行成功 | share32_task63_20260417_170624.log
✅ [92/108] share32 执行成功 | share32_task92_20260417_170624.log
✅ [87/108] share32 执行成功 | share32_task87_20260417_170624.log
✅ [74/108] share32 执行成功 | share32_task74_20260417_170624.log
✅ [50/108] share32 执行成功 | share32_task50_20260417_170624.log
✅ [16/108] share32 执行成功 | share32_task16_20260417_170624.log
✅ [75/108] share32 执行成功 | share32_task75_20260417_170624.log
✅ [68/108] share32 执行成功 | share32_task68_20260417_170624.log
✅ [38/108] share32 执行成功 | share32_task38_20260417_170624.log
✅ [99/108] share32 执行成功 | share32_task99_20260417_170624.log
✅ [76/108] share32 执行成功 | share32_task76_20260417_170624.log
✅ [24/108] share32 执行成功 | share32_task24_20260417_170624.log
✅ [102/108] share32 执行成功 | share32_task102_20260417_170624.log
✅ [69/108] share32 执行成功 | share32_task69_20260417_170624.log
✅ [51/108] share32 执行成功 | share32_task51_20260417_170624.log
✅ [21/108] share32 执行成功 | share32_task21_20260417_170624.log
✅ [84/108] share32 执行成功 | share32_task84_20260417_170624.log
✅ [91/108] share32 执行成功 | share32_task91_20260417_170624.log
✅ [54/108] share32 执行成功 | share32_task54_20260417_170624.log
✅ [10/108] share32 执行成功 | share32_task10_20260417_170624.log
✅ [82/108] share32 执行成功 | share32_task82_20260417_170624.log
✅ [95/108] share32 执行成功 | share32_task95_20260417_170624.log
✅ [53/108] share32 执行成功 | share32_task53_20260417_170624.log
✅ [100/108] share32 执行成功 | share32_task100_20260417_170624.log
✅ [52/108] share32 执行成功 | share32_task52_20260417_170624.log
✅ [14/108] share32 执行成功 | share32_task14_20260417_170624.log
✅ [46/108] share32 执行成功 | share32_task46_20260417_170624.log
✅ [88/108] share32 执行成功 | share32_task88_20260417_170624.log
✅ [22/108] share32 执行成功 | share32_task22_20260417_170624.log
✅ [45/108] share32 执行成功 | share32_task45_20260417_170624.log
✅ [96/108] share32 执行成功 | share32_task96_20260417_170624.log
✅ [13/108] share32 执行成功 | share32_task13_20260417_170624.log
✅ [30/108] share32 执行成功 | share32_task30_20260417_170624.log
✅ [27/108] share32 执行成功 | share32_task27_20260417_170624.log
✅ [90/108] share32 执行成功 | share32_task90_20260417_170624.log
✅ [94/108] share32 执行成功 | share32_task94_20260417_170624.log
✅ [89/108] share32 执行成功 | share32_task89_20260417_170624.log
✅ [11/108] share32 执行成功 | share32_task11_20260417_170624.log
✅ [12/108] share32 执行成功 | share32_task12_20260417_170624.log
✅ [43/108] share32 执行成功 | share32_task43_20260417_170624.log
✅ [26/108] share32 执行成功 | share32_task26_20260417_170624.log
✅ [83/108] share32 执行成功 | share32_task83_20260417_170624.log
✅ [28/108] share32 执行成功 | share32_task28_20260417_170624.log
✅ [81/108] share32 执行成功 | share32_task81_20260417_170624.log
✅ [19/108] share32 执行成功 | share32_task19_20260417_170624.log
