SMT测试场景,SMT进程数,share32-IPC,share32-命中率(%),share32-平均延迟,share32-MSHR冲突,share32-重分配次数,share32-Bank利用率,share32-总周期,smtc128-IPC,smtc128-命中率(%),smtc128-平均延迟,smtc128-MSHR冲突,smtc128-重分配次数,smtc128-Bank利用率,smtc128-总周期,smtc64-IPC,smtc64-命中率(%),smtc64-平均延迟,smtc64-MSHR冲突,smtc64-重分配次数,smtc64-Bank利用率,smtc64-总周期,ssmtc64-100-5%-IPC,ssmtc64-100-5%-命中率(%),ssmtc64-100-5%-平均延迟,ssmtc64-100-5%-MSHR冲突,ssmtc64-100-5%-重分配次数,ssmtc64-100-5%-Bank利用率,ssmtc64-100-5%-总周期,ssmtc64-200-5%-IPC,ssmtc64-200-5%-命中率(%),ssmtc64-200-5%-平均延迟,ssmtc64-200-5%-MSHR冲突,ssmtc64-200-5%-重分配次数,ssmtc64-200-5%-Bank利用率,ssmtc64-200-5%-总周期,ssmtc64-500-5%-IPC,ssmtc64-500-5%-命中率(%),ssmtc64-500-5%-平均延迟,ssmtc64-500-5%-MSHR冲突,ssmtc64-500-5%-重分配次数,ssmtc64-500-5%-Bank利用率,ssmtc64-500-5%-总周期,smtc128 vs share32-IPC变化(%),smtc128 vs share32-命中率变化(%),smtc128 vs share32-延迟变化(%),smtc64 vs share32-IPC变化(%),smtc64 vs share32-命中率变化(%),smtc64 vs share32-延迟变化(%),ssmtc64-100-5% vs share32-IPC变化(%),ssmtc64-100-5% vs share32-命中率变化(%),ssmtc64-100-5% vs share32-延迟变化(%),ssmtc64-200-5% vs share32-IPC变化(%),ssmtc64-200-5% vs share32-命中率变化(%),ssmtc64-200-5% vs share32-延迟变化(%),ssmtc64-500-5% vs share32-IPC变化(%),ssmtc64-500-5% vs share32-命中率变化(%),ssmtc64-500-5% vs share32-延迟变化(%)
gcc-200_2_recurseq_2.txt,2,2.6439,97.9869,1.3145,543077,0,0.000000,756459271,2.7658,98.8606,1.1462,568312,0,0.000000,723108686,2.6746,97.9239,1.2708,686981,0,0.000000,747773139,2.7659,98.8607,1.1458,576879,0,0.000000,723088545,2.7659,98.8607,1.1458,576879,0,0.000000,723088545,2.7659,98.8607,1.1458,576879,0,0.000000,723088545,+4.6121%,+0.8736%,-12.8062%,+1.1616%,-0.0631%,-3.3275%,+4.6150%,+0.8737%,-12.8333%,+4.6150%,+0.8737%,-12.8333%,+4.6150%,+0.8737%,-12.8333%
gcc-200_2_seqacc_2.txt,2,3.6267,94.3575,1.3665,100793,0,0.000000,551462013,3.8033,99.1964,1.0573,231719,0,0.000000,525859730,3.6457,93.9304,1.3237,127861,0,0.000000,548590108,3.8035,99.1963,1.0572,229780,0,0.000000,525833583,3.8035,99.1963,1.0572,229780,0,0.000000,525833583,3.8035,99.1963,1.0572,229780,0,0.000000,525833583,+4.8687%,+4.8389%,-22.6260%,+0.5235%,-0.4271%,-3.1296%,+4.8739%,+4.8388%,-22.6340%,+4.8739%,+4.8388%,-22.6340%,+4.8739%,+4.8388%,-22.6340%
gcc-expr_2_crafty_2.txt,2,2.4221,97.2224,2.0630,1384154,0,0.000000,825743604,2.5287,98.3480,1.8947,1221085,0,0.000000,790905620,2.4250,96.5742,2.0933,1279114,0,0.000000,824752827,2.5291,98.3482,1.8940,1217977,0,0.000000,790799585,2.5291,98.3482,1.8940,1217977,0,0.000000,790799585,2.5291,98.3482,1.8940,1217977,0,0.000000,790799585,+4.4048%,+1.1256%,-8.1553%,+0.1201%,-0.6482%,+1.4713%,+4.4188%,+1.1258%,-8.1905%,+4.4188%,+1.1258%,-8.1905%,+4.4188%,+1.1258%,-8.1905%
gcc-expr_2_gzip-program_2.txt,2,2.8942,97.5682,1.8173,426128,0,0.000000,691029111,2.9560,98.1180,1.6928,189329,0,0.000000,676578511,2.9047,97.3274,1.7923,479367,0,0.000000,688540468,2.9560,98.1179,1.6924,189168,0,0.000000,676601025,2.9560,98.1179,1.6924,189168,0,0.000000,676601025,2.9560,98.1179,1.6924,189168,0,0.000000,676601025,+2.1358%,+0.5498%,-6.8542%,+0.3614%,-0.2408%,-1.3794%,+2.1324%,+0.5496%,-6.8763%,+2.1324%,+0.5496%,-6.8763%,+2.1324%,+0.5496%,-6.8763%
gcc-expr_2_gzip-source_2.txt,2,2.9963,97.6558,1.8672,439596,0,0.000000,667485475,3.0577,98.1798,1.7472,195909,0,0.000000,654076074,3.0038,97.3914,1.8524,512508,0,0.000000,665822752,3.0576,98.1799,1.7469,193127,0,0.000000,654101087,3.0576,98.1799,1.7469,193127,0,0.000000,654101087,3.0576,98.1799,1.7469,193127,0,0.000000,654101087,+2.0501%,+0.5240%,-6.4234%,+0.2497%,-0.2643%,-0.7901%,+2.0462%,+0.5241%,-6.4417%,+2.0462%,+0.5241%,-6.4417%,+2.0462%,+0.5241%,-6.4417%
gcc-expr_2_randacc_2.txt,2,3.5288,90.5172,1.4863,96380,0,0.000000,566764441,3.7384,98.9933,1.0114,185436,0,0.000000,534987970,3.5494,87.9146,1.4766,89833,0,0.000000,563477255,3.7384,98.9932,1.0113,183599,0,0.000000,534992985,3.7384,98.9932,1.0113,183599,0,0.000000,534992985,3.7384,98.9932,1.0113,183599,0,0.000000,534992985,+5.9397%,+8.4761%,-31.9538%,+0.5834%,-2.6026%,-0.6534%,+5.9387%,+8.4760%,-31.9623%,+5.9387%,+8.4760%,-31.9623%,+5.9387%,+8.4760%,-31.9623%
gcc-expr_2_recurseq_2.txt,2,2.6474,98.1608,1.2446,404601,0,0.000000,755470196,2.7628,98.9912,1.0906,196370,0,0.000000,723896646,2.6741,98.0700,1.2131,451893,0,0.000000,747920062,2.7629,98.9913,1.0905,193497,0,0.000000,723877548,2.7629,98.9913,1.0905,193497,0,0.000000,723877548,2.7629,98.9913,1.0905,193497,0,0.000000,723877548,+4.3616%,+0.8304%,-12.3694%,+1.0095%,-0.0908%,-2.5332%,+4.3644%,+0.8306%,-12.3847%,+4.3644%,+0.8306%,-12.3847%,+4.3644%,+0.8306%,-12.3847%
gcc-expr_2_seqacc_2.txt,2,3.6640,94.7026,1.2699,111669,0,0.000000,545858235,3.8298,99.3335,0.9885,190525,0,0.000000,522214552,3.6765,94.1019,1.2393,176519,0,0.000000,543998255,3.8300,99.3336,0.9881,188889,0,0.000000,522195016,3.8300,99.3336,0.9881,188889,0,0.000000,522195016,3.8300,99.3336,0.9881,188889,0,0.000000,522195016,+4.5276%,+4.6310%,-22.1617%,+0.3419%,-0.6007%,-2.4108%,+4.5315%,+4.6310%,-22.1911%,+4.5315%,+4.6310%,-22.1911%,+4.5315%,+4.6310%,-22.1911%
gcc-scilab_2_cacherand_2.txt,2,3.2975,70.7981,1.9577,49607,0,0.000000,606511708,3.4845,82.7146,1.3894,46468,0,0.000000,573962977,3.3586,65.5585,1.8779,44093,0,0.000000,595489347,3.4846,82.7146,1.3891,46165,0,0.000000,573957932,3.4846,82.7146,1.3891,46165,0,0.000000,573957932,3.4846,82.7146,1.3891,46165,0,0.000000,573957932,+5.6709%,+11.9165%,-29.0326%,+1.8510%,-5.2396%,-4.0787%,+5.6718%,+11.9165%,-29.0457%,+5.6718%,+11.9165%,-29.0457%,+5.6718%,+11.9165%,-29.0457%
gcc-scilab_2_crafty_2.txt,2,2.2338,96.0107,2.9088,2970362,0,0.000000,895333891,2.3433,97.1580,2.7069,2540604,0,0.000000,853508586,2.2493,95.4686,2.8986,2910878,0,0.000000,889176544,2.3422,97.1566,2.7067,2566360,0,0.000000,853885539,2.3422,97.1566,2.7067,2566360,0,0.000000,853885539,2.3422,97.1566,2.7067,2566360,0,0.000000,853885539,+4.9004%,+1.1473%,-6.9421%,+0.6925%,-0.5421%,-0.3518%,+4.8541%,+1.1459%,-6.9495%,+4.8541%,+1.1459%,-6.9495%,+4.8541%,+1.1459%,-6.9495%
gcc-scilab_2_gzip-program_2.txt,2,2.8777,97.6451,1.7909,282637,0,0.000000,695011426,2.9404,98.2271,1.6668,149601,0,0.000000,680170114,2.8848,97.3958,1.7715,283853,0,0.000000,693286773,2.9403,98.2269,1.6670,149640,0,0.000000,680194645,2.9403,98.2269,1.6670,149640,0,0.000000,680194645,2.9403,98.2269,1.6670,149640,0,0.000000,680194645,+2.1820%,+0.5820%,-6.9277%,+0.2487%,-0.2493%,-1.0838%,+2.1783%,+0.5818%,-6.9192%,+2.1783%,+0.5818%,-6.9192%,+2.1783%,+0.5818%,-6.9192%
