============================================================
SMTSIM 自动测试执行工具（适配新指令格式）
执行策略：不同Cache目录 ➜ 串行 | 同目录指令 ➜ 并行
指令文件：test_commands.txt
总有效指令：90 条
Cache目录总数：2 个
单目录并行数：120
日志目录：每个Cache下的 logs/
============================================================

========================================
开始执行 Cache：smtc128 | 共 90 条指令 | 并行数：120
日志目录：smtc128/logs
========================================
✅ [90/90] smtc128 执行成功 | smtc128_task90_20260417_081352.log
✅ [71/90] smtc128 执行成功 | smtc128_task71_20260417_081352.log
✅ [80/90] smtc128 执行成功 | smtc128_task80_20260417_081352.log
✅ [6/90] smtc128 执行成功 | smtc128_task6_20260417_081352.log
✅ [88/90] smtc128 执行成功 | smtc128_task88_20260417_081352.log
✅ [82/90] smtc128 执行成功 | smtc128_task82_20260417_081352.log
✅ [72/90] smtc128 执行成功 | smtc128_task72_20260417_081352.log
✅ [64/90] smtc128 执行成功 | smtc128_task64_20260417_081352.log
✅ [27/90] smtc128 执行成功 | smtc128_task27_20260417_081352.log
✅ [7/90] smtc128 执行成功 | smtc128_task7_20260417_081352.log
✅ [10/90] smtc128 执行成功 | smtc128_task10_20260417_081352.log
✅ [36/90] smtc128 执行成功 | smtc128_task36_20260417_081352.log
✅ [85/90] smtc128 执行成功 | smtc128_task85_20260417_081352.log
✅ [2/90] smtc128 执行成功 | smtc128_task2_20260417_081352.log
✅ [28/90] smtc128 执行成功 | smtc128_task28_20260417_081352.log
✅ [89/90] smtc128 执行成功 | smtc128_task89_20260417_081352.log
✅ [9/90] smtc128 执行成功 | smtc128_task9_20260417_081352.log
✅ [51/90] smtc128 执行成功 | smtc128_task51_20260417_081352.log
✅ [67/90] smtc128 执行成功 | smtc128_task67_20260417_081352.log
✅ [43/90] smtc128 执行成功 | smtc128_task43_20260417_081352.log
✅ [25/90] smtc128 执行成功 | smtc128_task25_20260417_081352.log
✅ [81/90] smtc128 执行成功 | smtc128_task81_20260417_081352.log
✅ [70/90] smtc128 执行成功 | smtc128_task70_20260417_081352.log
✅ [69/90] smtc128 执行成功 | smtc128_task69_20260417_081352.log
✅ [52/90] smtc128 执行成功 | smtc128_task52_20260417_081352.log
✅ [83/90] smtc128 执行成功 | smtc128_task83_20260417_081352.log
✅ [53/90] smtc128 执行成功 | smtc128_task53_20260417_081352.log
✅ [79/90] smtc128 执行成功 | smtc128_task79_20260417_081352.log
✅ [19/90] smtc128 执行成功 | smtc128_task19_20260417_081352.log
✅ [63/90] smtc128 执行成功 | smtc128_task63_20260417_081352.log
✅ [87/90] smtc128 执行成功 | smtc128_task87_20260417_081352.log
✅ [61/90] smtc128 执行成功 | smtc128_task61_20260417_081352.log
✅ [66/90] smtc128 执行成功 | smtc128_task66_20260417_081352.log
✅ [57/90] smtc128 执行成功 | smtc128_task57_20260417_081352.log
✅ [5/90] smtc128 执行成功 | smtc128_task5_20260417_081352.log
✅ [16/90] smtc128 执行成功 | smtc128_task16_20260417_081352.log
✅ [46/90] smtc128 执行成功 | smtc128_task46_20260417_081352.log
✅ [24/90] smtc128 执行成功 | smtc128_task24_20260417_081352.log
✅ [59/90] smtc128 执行成功 | smtc128_task59_20260417_081352.log
✅ [1/90] smtc128 执行成功 | smtc128_task1_20260417_081352.log
✅ [58/90] smtc128 执行成功 | smtc128_task58_20260417_081352.log
✅ [48/90] smtc128 执行成功 | smtc128_task48_20260417_081352.log
✅ [55/90] smtc128 执行成功 | smtc128_task55_20260417_081352.log
✅ [23/90] smtc128 执行成功 | smtc128_task23_20260417_081352.log
✅ [8/90] smtc128 执行成功 | smtc128_task8_20260417_081352.log
✅ [50/90] smtc128 执行成功 | smtc128_task50_20260417_081352.log
✅ [17/90] smtc128 执行成功 | smtc128_task17_20260417_081352.log
✅ [32/90] smtc128 执行成功 | smtc128_task32_20260417_081352.log
✅ [54/90] smtc128 执行成功 | smtc128_task54_20260417_081352.log
✅ [73/90] smtc128 执行成功 | smtc128_task73_20260417_081352.log
✅ [34/90] smtc128 执行成功 | smtc128_task34_20260417_081352.log
✅ [18/90] smtc128 执行成功 | smtc128_task18_20260417_081352.log
✅ [86/90] smtc128 执行成功 | smtc128_task86_20260417_081352.log
✅ [65/90] smtc128 执行成功 | smtc128_task65_20260417_081352.log
✅ [15/90] smtc128 执行成功 | smtc128_task15_20260417_081352.log
✅ [84/90] smtc128 执行成功 | smtc128_task84_20260417_081352.log
✅ [37/90] smtc128 执行成功 | smtc128_task37_20260417_081352.log
✅ [35/90] smtc128 执行成功 | smtc128_task35_20260417_081352.log
✅ [3/90] smtc128 执行成功 | smtc128_task3_20260417_081352.log
✅ [45/90] smtc128 执行成功 | smtc128_task45_20260417_081352.log
✅ [68/90] smtc128 执行成功 | smtc128_task68_20260417_081352.log
✅ [60/90] smtc128 执行成功 | smtc128_task60_20260417_081352.log
✅ [4/90] smtc128 执行成功 | smtc128_task4_20260417_081352.log
✅ [12/90] smtc128 执行成功 | smtc128_task12_20260417_081352.log
✅ [11/90] smtc128 执行成功 | smtc128_task11_20260417_081352.log
