SMT测试场景,SMT进程数,share32-IPC,share32-命中率(%),share32-平均延迟,share32-MSHR冲突,share32-重分配次数,share32-Bank利用率,share32-总周期,smtc128-IPC,smtc128-命中率(%),smtc128-平均延迟,smtc128-MSHR冲突,smtc128-重分配次数,smtc128-Bank利用率,smtc128-总周期,smtc64-IPC,smtc64-命中率(%),smtc64-平均延迟,smtc64-MSHR冲突,smtc64-重分配次数,smtc64-Bank利用率,smtc64-总周期,ssmtc64-100-5%-IPC,ssmtc64-100-5%-命中率(%),ssmtc64-100-5%-平均延迟,ssmtc64-100-5%-MSHR冲突,ssmtc64-100-5%-重分配次数,ssmtc64-100-5%-Bank利用率,ssmtc64-100-5%-总周期,ssmtc64-200-5%-IPC,ssmtc64-200-5%-命中率(%),ssmtc64-200-5%-平均延迟,ssmtc64-200-5%-MSHR冲突,ssmtc64-200-5%-重分配次数,ssmtc64-200-5%-Bank利用率,ssmtc64-200-5%-总周期,ssmtc64-500-5%-IPC,ssmtc64-500-5%-命中率(%),ssmtc64-500-5%-平均延迟,ssmtc64-500-5%-MSHR冲突,ssmtc64-500-5%-重分配次数,ssmtc64-500-5%-Bank利用率,ssmtc64-500-5%-总周期,smtc128 vs share32-IPC变化(%),smtc128 vs share32-命中率变化(%),smtc128 vs share32-延迟变化(%),smtc64 vs share32-IPC变化(%),smtc64 vs share32-命中率变化(%),smtc64 vs share32-延迟变化(%),ssmtc64-100-5% vs share32-IPC变化(%),ssmtc64-100-5% vs share32-命中率变化(%),ssmtc64-100-5% vs share32-延迟变化(%),ssmtc64-200-5% vs share32-IPC变化(%),ssmtc64-200-5% vs share32-命中率变化(%),ssmtc64-200-5% vs share32-延迟变化(%),ssmtc64-500-5% vs share32-IPC变化(%),ssmtc64-500-5% vs share32-命中率变化(%),ssmtc64-500-5% vs share32-延迟变化(%)
gcc-expr_3_seqacc_1.txt,2,3.6799,94.6737,1.2685,121162,0,0.000000,543491174,3.8299,99.3337,0.9887,190308,0,0.000000,522212819,3.6952,94.1007,1.2357,182754,0,0.000000,541245035,3.8301,99.3336,0.9882,188531,0,0.000000,522184139,3.8301,99.3336,0.9882,188531,0,0.000000,522184139,3.8301,99.3336,0.9882,188531,0,0.000000,522184139,+4.0746%,+4.6600%,-22.0595%,+0.4150%,-0.5729%,-2.5828%,+4.0804%,+4.6600%,-22.0937%,+4.0804%,+4.6600%,-22.0937%,+4.0804%,+4.6600%,-22.0937%
gcc-scilab_1_randacc_3.txt,2,3.5178,90.5410,1.4836,69474,0,0.000000,568530252,3.7355,99.0614,1.0038,116044,0,0.000000,535404530,3.5364,87.9388,1.4776,56034,0,0.000000,565550037,3.7356,99.0615,1.0035,118040,0,0.000000,535382986,3.7356,99.0615,1.0035,118040,0,0.000000,535382986,3.7356,99.0615,1.0035,118040,0,0.000000,535382986,+6.1870%,+8.5204%,-32.3409%,+0.5269%,-2.6022%,-0.4016%,+6.1913%,+8.5205%,-32.3560%,+6.1913%,+8.5205%,-32.3560%,+6.1913%,+8.5205%,-32.3560%
gcc-scilab_1_recurseq_3.txt,2,2.6485,98.2047,1.2247,323486,0,0.000000,755143514,2.7574,99.0895,1.0675,144989,0,0.000000,725315870,2.6662,98.1189,1.1920,307644,0,0.000000,750123135,2.7573,99.0896,1.0678,141270,0,0.000000,725347513,2.7573,99.0896,1.0678,141270,0,0.000000,725347513,2.7573,99.0896,1.0678,141270,0,0.000000,725347513,+4.1124%,+0.8848%,-12.8340%,+0.6693%,-0.0858%,-2.6738%,+4.1078%,+0.8849%,-12.8142%,+4.1078%,+0.8849%,-12.8142%,+4.1078%,+0.8849%,-12.8142%
gcc-scilab_3_cacherand_1.txt,2,3.2976,70.7986,1.9578,49535,0,0.000000,606507576,3.4845,82.7146,1.3894,46466,0,0.000000,573962956,3.3585,65.5582,1.8777,44113,0,0.000000,595506610,3.4846,82.7146,1.3891,46163,0,0.000000,573957912,3.4846,82.7146,1.3891,46163,0,0.000000,573957912,3.4846,82.7146,1.3891,46163,0,0.000000,573957912,+5.6702%,+11.9160%,-29.0341%,+1.8473%,-5.2404%,-4.0927%,+5.6711%,+11.9160%,-29.0473%,+5.6711%,+11.9160%,-29.0473%,+5.6711%,+11.9160%,-29.0473%
gcc-scilab_3_crafty_1.txt,2,2.2312,96.0078,2.9087,2991211,0,0.000000,896389671,2.3409,97.1568,2.7093,2556413,0,0.000000,854380779,2.2448,95.4670,2.9015,2953941,0,0.000000,890938489,2.3404,97.1558,2.7060,2571070,0,0.000000,854552207,2.3404,97.1558,2.7060,2571070,0,0.000000,854552207,2.3404,97.1558,2.7060,2571070,0,0.000000,854552207,+4.9169%,+1.1490%,-6.8534%,+0.6118%,-0.5408%,-0.2476%,+4.8958%,+1.1480%,-6.9676%,+4.8958%,+1.1480%,-6.9676%,+4.8958%,+1.1480%,-6.9676%
gcc-scilab_3_gcc-200_1.txt,2,1.9843,97.2122,2.1956,1770298,0,0.000000,1007925236,2.0699,97.9591,2.0595,1438282,0,0.000000,966242338,2.0016,97.0857,2.1397,1661476,0,0.000000,999193928,2.0704,97.9598,2.0581,1450797,0,0.000000,966018707,2.0704,97.9598,2.0581,1450797,0,0.000000,966018707,2.0704,97.9598,2.0581,1450797,0,0.000000,966018707,+4.3139%,+0.7469%,-6.2002%,+0.8739%,-0.1265%,-2.5444%,+4.3381%,+0.7476%,-6.2637%,+4.3381%,+0.7476%,-6.2637%,+4.3381%,+0.7476%,-6.2637%
gcc-scilab_3_gcc-expr_1.txt,2,2.0112,97.3459,2.0846,1589392,0,0.000000,994419019,2.0826,98.0655,1.9524,1335527,0,0.000000,960342103,2.0282,97.2098,2.0353,1477448,0,0.000000,986097815,2.0828,98.0654,1.9518,1331125,0,0.000000,960226979,2.0828,98.0654,1.9518,1331125,0,0.000000,960226979,2.0828,98.0654,1.9518,1331125,0,0.000000,960226979,+3.5484%,+0.7196%,-6.3415%,+0.8438%,-0.1361%,-2.3665%,+3.5608%,+0.7195%,-6.3727%,+3.5608%,+0.7195%,-6.3727%,+3.5608%,+0.7195%,-6.3727%
gcc-scilab_3_gzip-program_1.txt,2,2.8778,97.6447,1.7912,282360,0,0.000000,694966500,2.9403,98.2269,1.6668,150154,0,0.000000,680201304,2.8851,97.3958,1.7712,284460,0,0.000000,693223465,2.9406,98.2268,1.6669,148499,0,0.000000,680124918,2.9406,98.2268,1.6669,148499,0,0.000000,680124918,2.9406,98.2268,1.6669,148499,0,0.000000,680124918,+2.1707%,+0.5822%,-6.9458%,+0.2514%,-0.2488%,-1.1162%,+2.1822%,+0.5821%,-6.9389%,+2.1822%,+0.5821%,-6.9389%,+2.1822%,+0.5821%,-6.9389%
gcc-scilab_3_gzip-source_1.txt,2,2.9725,97.7186,1.8634,281605,0,0.000000,672824564,3.0387,98.2765,1.7395,150349,0,0.000000,658181170,2.9818,97.4553,1.8405,290273,0,0.000000,670737842,3.0383,98.2761,1.7396,145775,0,0.000000,658259637,3.0383,98.2761,1.7396,145775,0,0.000000,658259637,3.0383,98.2761,1.7396,145775,0,0.000000,658259637,+2.2248%,+0.5579%,-6.6500%,+0.3111%,-0.2633%,-1.2258%,+2.2127%,+0.5575%,-6.6445%,+2.2127%,+0.5575%,-6.6445%,+2.2127%,+0.5575%,-6.6445%
gcc-scilab_3_randacc_1.txt,2,3.5178,90.5410,1.4836,69472,0,0.000000,568530273,3.7355,99.0614,1.0038,116033,0,0.000000,535404556,3.5364,87.9388,1.4776,56032,0,0.000000,565550052,3.7356,99.0615,1.0035,118038,0,0.000000,535383001,3.7356,99.0615,1.0035,118038,0,0.000000,535383001,3.7356,99.0615,1.0035,118038,0,0.000000,535383001,+6.1870%,+8.5204%,-32.3409%,+0.5269%,-2.6022%,-0.4015%,+6.1913%,+8.5205%,-32.3560%,+6.1913%,+8.5205%,-32.3560%,+6.1913%,+8.5205%,-32.3560%
gcc-scilab_3_recurseq_1.txt,2,2.6468,98.2046,1.2257,305928,0,0.000000,755643147,2.7572,99.0894,1.0678,143910,0,0.000000,725381519,2.6654,98.1191,1.1923,296605,0,0.000000,750367458,2.7572,99.0894,1.0676,145778,0,0.000000,725379738,2.7572,99.0894,1.0676,145778,0,0.000000,725379738,2.7572,99.0894,1.0676,145778,0,0.000000,725379738,+4.1718%,+0.8848%,-12.8846%,+0.7031%,-0.0855%,-2.7246%,+4.1721%,+0.8848%,-12.8996%,+4.1721%,+0.8848%,-12.8996%,+4.1721%,+0.8848%,-12.8996%
gcc-scilab_3_seqacc_1.txt,2,3.6885,94.7614,1.2597,82449,0,0.000000,542218958,3.8388,99.4109,0.9777,117918,0,0.000000,520994560,3.6991,94.1368,1.2336,94591,0,0.000000,540670359,3.8389,99.4109,0.9777,116087,0,0.000000,520987779,3.8389,99.4109,0.9777,116087,0,0.000000,520987779,3.8389,99.4109,0.9777,116087,0,0.000000,520987779,+4.0738%,+4.6495%,-22.3817%,+0.2864%,-0.6245%,-2.0703%,+4.0752%,+4.6496%,-22.3829%,+4.0752%,+4.6496%,-22.3829%,+4.0752%,+4.6496%,-22.3829%
gzip-program_1_recurseq_3.txt,2,2.9299,97.7618,1.4186,483165,0,0.000000,682611732,3.0229,98.5047,1.2963,442142,0,0.000000,661612577,2.9508,97.6689,1.3903,491298,0,0.000000,677771877,3.0229,98.5047,1.2963,442142,0,0.000000,661612560,3.0229,98.5047,1.2963,442142,0,0.000000,661612560,3.0229,98.5047,1.2963,442142,0,0.000000,661612560,+3.1739%,+0.7429%,-8.6231%,+0.7141%,-0.0928%,-1.9987%,+3.1739%,+0.7429%,-8.6232%,+3.1739%,+0.7429%,-8.6232%,+3.1739%,+0.7429%,-8.6232%
gzip-program_3_cacherand_1.txt,2,3.3187,72.1536,2.5888,161715,0,0.000000,602641008,3.4476,82.0811,2.1149,169771,0,0.000000,580111201,3.3375,65.0660,2.6278,168240,0,0.000000,599254237,3.4476,82.0812,2.1148,169871,0,0.000000,580114573,3.4476,82.0812,2.1148,169871,0,0.000000,580114573,3.4476,82.0812,2.1148,169871,0,0.000000,580114573,+3.8837%,+9.9275%,-18.3083%,+0.5652%,-7.0877%,+1.5068%,+3.8831%,+9.9276%,-18.3100%,+3.8831%,+9.9276%,-18.3100%,+3.8831%,+9.9276%,-18.3100%
gzip-program_3_crafty_1.txt,2,3.3981,97.5963,1.3631,104341,0,0.000000,588562992,3.5001,98.4608,1.2004,93095,0,0.000000,571417436,3.3891,96.7395,1.4235,108570,0,0.000000,590126185,3.4996,98.4607,1.2008,93568,0,0.000000,571498719,3.4996,98.4607,1.2008,93568,0,0.000000,571498719,3.4996,98.4607,1.2008,93568,0,0.000000,571498719,+3.0005%,+0.8645%,-11.9356%,-0.2649%,-0.8569%,+4.4312%,+2.9859%,+0.8644%,-11.9026%,+2.9859%,+0.8644%,-11.9026%,+2.9859%,+0.8644%,-11.9026%
gzip-program_3_gcc-200_1.txt,2,3.2805,97.7027,1.4127,166968,0,0.000000,609663685,3.3686,98.2764,1.2872,143554,0,0.000000,593711462,3.2964,97.4487,1.3921,162876,0,0.000000,606721892,3.3688,98.2764,1.2870,144379,0,0.000000,593686098,3.3688,98.2764,1.2870,144379,0,0.000000,593686098,3.3688,98.2764,1.2870,144379,0,0.000000,593686098,+2.6869%,+0.5737%,-8.8851%,+0.4849%,-0.2541%,-1.4597%,+2.6913%,+0.5737%,-8.8999%,+2.6913%,+0.5737%,-8.8999%,+2.6913%,+0.5737%,-8.8999%
gzip-program_3_gcc-expr_1.txt,2,3.3461,97.8490,1.3349,173049,0,0.000000,597707314,3.4328,98.3994,1.2159,142507,0,0.000000,582610148,3.3626,97.6101,1.3194,163138,0,0.000000,594779714,3.4330,98.3995,1.2156,140692,0,0.000000,582575623,3.4330,98.3995,1.2156,140692,0,0.000000,582575623,3.4330,98.3995,1.2156,140692,0,0.000000,582575623,+2.5913%,+0.5504%,-8.9100%,+0.4922%,-0.2388%,-1.1585%,+2.5974%,+0.5505%,-8.9376%,+2.5974%,+0.5505%,-8.9376%,+2.5974%,+0.5505%,-8.9376%
gzip-program_3_gcc-scilab_1.txt,2,3.3464,97.9017,1.3300,158575,0,0.000000,597650409,3.4373,98.4804,1.2030,134190,0,0.000000,581848980,3.3589,97.6475,1.3095,148685,0,0.000000,595426167,3.4373,98.4804,1.2027,134027,0,0.000000,581848937,3.4373,98.4804,1.2027,134027,0,0.000000,581848937,3.4373,98.4804,1.2027,134027,0,0.000000,581848937,+2.7157%,+0.5787%,-9.5512%,+0.3736%,-0.2542%,-1.5386%,+2.7157%,+0.5787%,-9.5697%,+2.7157%,+0.5787%,-9.5697%,+2.7157%,+0.5787%,-9.5697%
gzip-program_3_gzip-source_1.txt,2,3.5894,97.4661,1.7805,162250,0,0.000000,557195330,3.6484,97.8852,1.6782,132065,0,0.000000,548181854,3.5942,97.1989,1.7688,165193,0,0.000000,556459621,3.6481,97.8852,1.6786,132132,0,0.000000,548232885,3.6481,97.8852,1.6786,132132,0,0.000000,548232885,3.6481,97.8852,1.6786,132132,0,0.000000,548232885,+1.6442%,+0.4191%,-5.7445%,+0.1322%,-0.2672%,-0.6546%,+1.6348%,+0.4191%,-5.7244%,+1.6348%,+0.4191%,-5.7244%,+1.6348%,+0.4191%,-5.7244%
gzip-program_3_randacc_1.txt,2,3.4770,91.3305,2.0524,251934,0,0.000000,575201614,3.6075,98.4280,1.6331,228963,0,0.000000,554399644,3.4657,87.4204,2.1357,275038,0,0.000000,577075768,3.6075,98.4280,1.6331,228963,0,0.000000,554399644,3.6075,98.4280,1.6331,228963,0,0.000000,554399644,3.6075,98.4280,1.6331,228963,0,0.000000,554399644,+3.7522%,+7.0975%,-20.4294%,-0.3248%,-3.9101%,+4.0564%,+3.7522%,+7.0975%,-20.4294%,+3.7522%,+7.0975%,-20.4294%,+3.7522%,+7.0975%,-20.4294%
gzip-program_3_recurseq_1.txt,2,2.9372,97.7617,1.4131,476732,0,0.000000,680917687,3.0230,98.5046,1.2962,442193,0,0.000000,661602775,2.9531,97.6692,1.3881,487998,0,0.000000,677242943,3.0230,98.5046,1.2962,442193,0,0.000000,661602752,3.0230,98.5046,1.2962,442193,0,0.000000,661602752,3.0230,98.5046,1.2962,442193,0,0.000000,661602752,+2.9194%,+0.7430%,-8.2669%,+0.5426%,-0.0925%,-1.7654%,+2.9194%,+0.7430%,-8.2669%,+2.9194%,+0.7430%,-8.2669%,+2.9194%,+0.7430%,-8.2669%
gzip-program_3_seqacc_1.txt,2,3.5829,94.5659,1.9125,266452,0,0.000000,558209107,3.6769,98.7693,1.6489,258143,0,0.000000,543935784,3.5802,93.6349,1.9101,310419,0,0.000000,558624761,3.6769,98.7693,1.6489,258143,0,0.000000,543935784,3.6769,98.7693,1.6489,258143,0,0.000000,543935784,3.6769,98.7693,1.6489,258143,0,0.000000,543935784,+2.6241%,+4.2035%,-13.7827%,-0.0744%,-0.9309%,-0.1225%,+2.6241%,+4.2035%,-13.7827%,+2.6241%,+4.2035%,-13.7827%,+2.6241%,+4.2035%,-13.7827%
gzip-source_1_recurseq_3.txt,2,3.0131,97.8774,1.4651,554437,0,0.000000,663771454,3.0995,98.5744,1.3498,497059,0,0.000000,645275007,3.0262,97.7559,1.4427,548206,0,0.000000,660894585,3.0995,98.5744,1.3498,497043,0,0.000000,645272218,3.0995,98.5744,1.3498,497043,0,0.000000,645272218,3.0995,98.5744,1.3498,497043,0,0.000000,645272218,+2.8665%,+0.6969%,-7.8678%,+0.4353%,-0.1215%,-1.5240%,+2.8669%,+0.6969%,-7.8670%,+2.8669%,+0.6969%,-7.8670%,+2.8669%,+0.6969%,-7.8670%
gzip-source_3_cacherand_1.txt,2,3.3849,72.9068,2.6770,145658,0,0.000000,590864997,3.5172,82.1455,2.2171,150356,0,0.000000,568634726,3.4010,65.1453,2.7343,151759,0,0.000000,588067302,3.5172,82.1455,2.2171,150356,0,0.000000,568634504,3.5172,82.1455,2.2171,150356,0,0.000000,568634504,3.5172,82.1455,2.2171,150356,0,0.000000,568634504,+3.9094%,+9.2387%,-17.1807%,+0.4757%,-7.7615%,+2.1419%,+3.9095%,+9.2387%,-17.1807%,+3.9095%,+9.2387%,-17.1807%,+3.9095%,+9.2387%,-17.1807%
gzip-source_3_crafty_1.txt,2,3.5026,97.7297,1.3766,144012,0,0.000000,571005781,3.6010,98.5266,1.2234,128490,0,0.000000,555396754,3.4884,96.8184,1.4456,149392,0,0.000000,573326047,3.6010,98.5268,1.2232,128663,0,0.000000,555407584,3.6010,98.5268,1.2232,128663,0,0.000000,555407584,3.6010,98.5268,1.2232,128663,0,0.000000,555407584,+2.8104%,+0.7969%,-11.1324%,-0.4047%,-0.9113%,+5.0129%,+2.8084%,+0.7971%,-11.1461%,+2.8084%,+0.7971%,-11.1461%,+2.8084%,+0.7971%,-11.1461%
gzip-source_3_gcc-200_1.txt,2,3.3491,97.7839,1.4457,222411,0,0.000000,597166731,3.4393,98.3236,1.3214,194042,0,0.000000,581519943,3.3598,97.5087,1.4351,210147,0,0.000000,595267310,3.4394,98.3236,1.3207,195097,0,0.000000,581501557,3.4394,98.3236,1.3207,195097,0,0.000000,581501557,3.4394,98.3236,1.3207,195097,0,0.000000,581501557,+2.6907%,+0.5398%,-8.5949%,+0.3191%,-0.2751%,-0.7323%,+2.6939%,+0.5398%,-8.6469%,+2.6939%,+0.5398%,-8.6469%,+2.6939%,+0.5398%,-8.6469%
gzip-source_3_gcc-expr_1.txt,2,3.4086,97.9175,1.3721,223571,0,0.000000,586759493,3.4919,98.4370,1.2517,185408,0,0.000000,572759141,3.4232,97.6554,1.3585,208133,0,0.000000,584243421,3.4916,98.4370,1.2516,186226,0,0.000000,572806846,3.4916,98.4370,1.2516,186226,0,0.000000,572806846,3.4916,98.4370,1.2516,186226,0,0.000000,572806846,+2.4444%,+0.5195%,-8.7703%,+0.4307%,-0.2621%,-0.9890%,+2.4358%,+0.5195%,-8.7771%,+2.4358%,+0.5195%,-8.7771%,+2.4358%,+0.5195%,-8.7771%
gzip-source_3_gcc-scilab_1.txt,2,3.4098,97.9787,1.3647,214682,0,0.000000,586540021,3.4958,98.5261,1.2420,184791,0,0.000000,572121944,3.4198,97.6969,1.3522,203115,0,0.000000,584833831,3.4957,98.5263,1.2420,185361,0,0.000000,572126054,3.4957,98.5263,1.2420,185361,0,0.000000,572126054,3.4957,98.5263,1.2420,185361,0,0.000000,572126054,+2.5201%,+0.5474%,-8.9914%,+0.2917%,-0.2819%,-0.9149%,+2.5194%,+0.5475%,-8.9931%,+2.5194%,+0.5475%,-8.9931%,+2.5194%,+0.5475%,-8.9931%
gzip-source_3_gzip-program_1.txt,2,3.5205,97.4635,1.7576,209735,0,0.000000,568099165,3.5739,97.8744,1.6616,179495,0,0.000000,559609237,3.5234,97.1859,1.7564,210306,0,0.000000,567634354,3.5737,97.8744,1.6621,179459,0,0.000000,559639271,3.5737,97.8744,1.6621,179459,0,0.000000,559639271,3.5737,97.8744,1.6621,179459,0,0.000000,559639271,+1.5171%,+0.4109%,-5.4577%,+0.0819%,-0.2776%,-0.0636%,+1.5117%,+0.4109%,-5.4342%,+1.5117%,+0.4109%,-5.4342%,+1.5117%,+0.4109%,-5.4342%
gzip-source_3_randacc_1.txt,2,3.5624,91.9550,2.1264,222003,0,0.000000,561425080,3.6896,98.4881,1.7335,166257,0,0.000000,542067174,3.5434,87.5087,2.2303,246318,0,0.000000,564437009,3.6896,98.4881,1.7335,166227,0,0.000000,542069112,3.6896,98.4881,1.7335,166227,0,0.000000,542069112,3.6896,98.4881,1.7335,166227,0,0.000000,542069112,+3.5711%,+6.5331%,-18.4761%,-0.5336%,-4.4463%,+4.8838%,+3.5708%,+6.5331%,-18.4765%,+3.5708%,+6.5331%,-18.4765%,+3.5708%,+6.5331%,-18.4765%
gzip-source_3_recurseq_1.txt,2,3.0207,97.8770,1.4598,540206,0,0.000000,662106411,3.0994,98.5744,1.3499,496947,0,0.000000,645276188,3.0304,97.7565,1.4401,539880,0,0.000000,659970697,3.0994,98.5744,1.3499,496935,0,0.000000,645276275,3.0994,98.5744,1.3499,496935,0,0.000000,645276275,3.0994,98.5744,1.3499,496935,0,0.000000,645276275,+2.6082%,+0.6973%,-7.5294%,+0.3236%,-0.1206%,-1.3501%,+2.6082%,+0.6973%,-7.5292%,+2.6082%,+0.6973%,-7.5292%,+2.6082%,+0.6973%,-7.5292%
gzip-source_3_seqacc_1.txt,2,3.6796,94.9840,2.0117,203861,0,0.000000,543538914,3.7747,98.8183,1.7627,204593,0,0.000000,529839887,3.6717,93.7033,2.0214,243334,0,0.000000,544708697,3.7747,98.8183,1.7627,204593,0,0.000000,529839890,3.7747,98.8183,1.7627,204593,0,0.000000,529839890,3.7747,98.8183,1.7627,204593,0,0.000000,529839890,+2.5855%,+3.8343%,-12.3789%,-0.2148%,-1.2807%,+0.4817%,+2.5855%,+3.8343%,-12.3788%,+2.5855%,+3.8343%,-12.3788%,+2.5855%,+3.8343%,-12.3788%
randacc_3_cacherand_1.txt,2,3.3418,55.9651,4.7639,0,0,0.000000,598483509,3.6017,82.9561,1.5559,0,0,0.000000,555288319,3.3483,55.6346,4.6795,0,0,0.000000,597310912,3.6017,82.9561,1.5559,0,0,0.000000,555288319,3.6017,82.9561,1.5559,0,0,0.000000,555288319,3.6017,82.9561,1.5559,0,0,0.000000,555288319,+7.7789%,+26.9910%,-67.3390%,+0.1963%,-0.3305%,-1.7721%,+7.7789%,+26.9910%,-67.3390%,+7.7789%,+26.9910%,-67.3390%,+7.7789%,+26.9910%,-67.3390%
randacc_3_crafty_1.txt,2,3.6122,87.8076,1.6117,96,0,0.000000,553678107,3.8807,99.0693,0.9444,1,0,0.000000,515365371,3.6013,87.0517,1.6197,97,0,0.000000,555359405,3.8806,99.0693,0.9444,3,0,0.000000,515386219,3.8806,99.0693,0.9444,3,0,0.000000,515386219,3.8806,99.0693,0.9444,3,0,0.000000,515386219,+7.4341%,+11.2618%,-41.4015%,-0.3027%,-0.7559%,+0.4982%,+7.4298%,+11.2618%,-41.4038%,+7.4298%,+11.2618%,-41.4038%,+7.4298%,+11.2618%,-41.4038%
randacc_3_gzip-program_1.txt,2,3.4767,91.3311,2.0527,46467,0,0.000000,575259149,3.6070,98.4278,1.6336,1432,0,0.000000,554474319,3.4654,87.4201,2.1360,46126,0,0.000000,577129347,3.6070,98.4278,1.6336,1432,0,0.000000,554474308,3.6070,98.4278,1.6336,1432,0,0.000000,554474308,3.6070,98.4278,1.6336,1432,0,0.000000,554474308,+3.7486%,+7.0967%,-20.4171%,-0.3240%,-3.9110%,+4.0546%,+3.7486%,+7.0967%,-20.4171%,+3.7486%,+7.0967%,-20.4171%,+3.7486%,+7.0967%,-20.4171%
randacc_3_gzip-source_1.txt,2,3.5622,91.9542,2.1268,38714,0,0.000000,561446146,3.6892,98.4878,1.7340,1649,0,0.000000,542120905,3.5431,87.5080,2.2307,38149,0,0.000000,564474509,3.6892,98.4878,1.7340,1650,0,0.000000,542120841,3.6892,98.4878,1.7340,1650,0,0.000000,542120841,3.6892,98.4878,1.7340,1650,0,0.000000,542120841,+3.5647%,+6.5336%,-18.4696%,-0.5365%,-4.4462%,+4.8816%,+3.5648%,+6.5336%,-18.4693%,+3.5648%,+6.5336%,-18.4693%,+3.5648%,+6.5336%,-18.4693%
randacc_3_recurseq_1.txt,2,3.1946,89.6800,0.9964,0,0,0.000000,626062659,3.4040,99.3746,0.5155,0,0,0.000000,587549512,3.2648,88.2501,0.9464,0,0,0.000000,612600676,3.4040,99.3746,0.5155,0,0,0.000000,587549512,3.4040,99.3746,0.5155,0,0,0.000000,587549512,3.4040,99.3746,0.5155,0,0,0.000000,587549512,+6.5549%,+9.6946%,-48.2632%,+2.1975%,-1.4299%,-5.0241%,+6.5549%,+9.6946%,-48.2632%,+6.5549%,+9.6946%,-48.2632%,+6.5549%,+9.6946%,-48.2632%
randacc_3_seqacc_1.txt,2,3.7148,83.5735,2.0673,0,0,0.000000,538392371,4.0119,99.6474,0.0554,0,0,0.000000,498517033,3.7447,84.2380,1.9632,0,0,0.000000,534084537,4.0119,99.6474,0.0554,0,0,0.000000,498517033,4.0119,99.6474,0.0554,0,0,0.000000,498517033,4.0119,99.6474,0.0554,0,0,0.000000,498517033,+7.9988%,+16.0739%,-97.3226%,+0.8066%,+0.6646%,-5.0359%,+7.9988%,+16.0739%,-97.3226%,+7.9988%,+16.0739%,-97.3226%,+7.9988%,+16.0739%,-97.3226%
recurseq_3_cacherand_1.txt,2,3.0053,69.9025,1.4121,0,0,0.000000,665491860,3.2352,83.0344,0.9097,0,0,0.000000,618193070,3.1138,65.9330,1.3045,0,0,0.000000,642311383,3.2352,83.0344,0.9097,0,0,0.000000,618193070,3.2352,83.0344,0.9097,0,0,0.000000,618193070,3.2352,83.0344,0.9097,0,0,0.000000,618193070,+7.6511%,+13.1319%,-35.5789%,+3.6089%,-3.9695%,-7.6211%,+7.6511%,+13.1319%,-35.5789%,+7.6511%,+13.1319%,-35.5789%,+7.6511%,+13.1319%,-35.5789%
recurseq_3_randacc_1.txt,2,3.2124,89.6770,0.9827,0,0,0.000000,622589512,3.4040,99.3746,0.5155,0,0,0.000000,587546526,3.2747,88.2505,0.9394,0,0,0.000000,610740520,3.4040,99.3746,0.5155,0,0,0.000000,587546526,3.4040,99.3746,0.5155,0,0,0.000000,587546526,3.4040,99.3746,0.5155,0,0,0.000000,587546526,+5.9643%,+9.6976%,-47.5421%,+1.9401%,-1.4265%,-4.4045%,+5.9643%,+9.6976%,-47.5421%,+5.9643%,+9.6976%,-47.5421%,+5.9643%,+9.6976%,-47.5421%
recurseq_3_seqacc_1.txt,2,3.4312,94.3219,0.7845,0,0,0.000000,582886452,3.5930,99.7189,0.5129,0,0,0.000000,556632971,3.4535,94.5006,0.7385,0,0,0.000000,579114633,3.5930,99.7189,0.5129,0,0,0.000000,556632971,3.5930,99.7189,0.5129,0,0,0.000000,556632971,3.5930,99.7189,0.5129,0,0,0.000000,556632971,+4.7165%,+5.3970%,-34.6281%,+0.6513%,+0.1787%,-5.8691%,+4.7165%,+5.3970%,-34.6281%,+4.7165%,+5.3970%,-34.6281%,+4.7165%,+5.3970%,-34.6281%
seqacc_3_cacherand_1.txt,2,3.4359,61.4011,4.2698,0,0,0.000000,582092209,3.6927,83.3077,1.5972,0,0,0.000000,541612466,3.4939,61.8991,3.8895,0,0,0.000000,572419163,3.6927,83.3077,1.5972,0,0,0.000000,541612466,3.6927,83.3077,1.5972,0,0,0.000000,541612466,3.6927,83.3077,1.5972,0,0,0.000000,541612466,+7.4739%,+21.9065%,-62.5918%,+1.6898%,+0.4980%,-8.9060%,+7.4739%,+21.9065%,-62.5918%,+7.4739%,+21.9065%,-62.5918%,+7.4739%,+21.9065%,-62.5918%
seqacc_3_crafty_1.txt,2,3.8563,91.9852,1.3158,37,0,0.000000,518628052,4.0426,99.4223,0.9034,0,0,0.000000,494728142,3.8421,93.2752,1.3360,20,0,0.000000,520542139,4.0426,99.4223,0.9033,0,0,0.000000,494729019,4.0426,99.4223,0.9033,0,0,0.000000,494729019,4.0426,99.4223,0.9033,0,0,0.000000,494729019,+4.8309%,+7.4371%,-31.3395%,-0.3677%,+1.2900%,+1.5329%,+4.8307%,+7.4371%,-31.3497%,+4.8307%,+7.4371%,-31.3497%,+4.8307%,+7.4371%,-31.3497%
