SMT测试场景,SMT进程数,share32-IPC,share32-命中率(%),share32-平均延迟,share32-MSHR冲突,share32-重分配次数,share32-Bank利用率,share32-总周期,smtc128-IPC,smtc128-命中率(%),smtc128-平均延迟,smtc128-MSHR冲突,smtc128-重分配次数,smtc128-Bank利用率,smtc128-总周期,smtc64-IPC,smtc64-命中率(%),smtc64-平均延迟,smtc64-MSHR冲突,smtc64-重分配次数,smtc64-Bank利用率,smtc64-总周期,ssmtc64-100-5%-IPC,ssmtc64-100-5%-命中率(%),ssmtc64-100-5%-平均延迟,ssmtc64-100-5%-MSHR冲突,ssmtc64-100-5%-重分配次数,ssmtc64-100-5%-Bank利用率,ssmtc64-100-5%-总周期,ssmtc64-200-5%-IPC,ssmtc64-200-5%-命中率(%),ssmtc64-200-5%-平均延迟,ssmtc64-200-5%-MSHR冲突,ssmtc64-200-5%-重分配次数,ssmtc64-200-5%-Bank利用率,ssmtc64-200-5%-总周期,ssmtc64-500-5%-IPC,ssmtc64-500-5%-命中率(%),ssmtc64-500-5%-平均延迟,ssmtc64-500-5%-MSHR冲突,ssmtc64-500-5%-重分配次数,ssmtc64-500-5%-Bank利用率,ssmtc64-500-5%-总周期,smtc128 vs share32-IPC变化(%),smtc128 vs share32-命中率变化(%),smtc128 vs share32-延迟变化(%),smtc64 vs share32-IPC变化(%),smtc64 vs share32-命中率变化(%),smtc64 vs share32-延迟变化(%),ssmtc64-100-5% vs share32-IPC变化(%),ssmtc64-100-5% vs share32-命中率变化(%),ssmtc64-100-5% vs share32-延迟变化(%),ssmtc64-200-5% vs share32-IPC变化(%),ssmtc64-200-5% vs share32-命中率变化(%),ssmtc64-200-5% vs share32-延迟变化(%),ssmtc64-500-5% vs share32-IPC变化(%),ssmtc64-500-5% vs share32-命中率变化(%),ssmtc64-500-5% vs share32-延迟变化(%)
crafty_3_cacherand_1.txt,2,3.4104,66.9572,2.1178,853,0,0.000000,586433810,3.6877,82.7334,1.3235,47,0,0.000000,542344095,3.4338,64.6982,2.0426,218,0,0.000000,582451901,3.6873,82.7334,1.3239,44,0,0.000000,542395593,3.6873,82.7334,1.3239,44,0,0.000000,542395593,3.6873,82.7334,1.3239,44,0,0.000000,542395593,+8.1295%,+15.7762%,-37.5046%,+0.6836%,-2.2590%,-3.5500%,+8.1192%,+15.7762%,-37.4856%,+8.1192%,+15.7762%,-37.4856%,+8.1192%,+15.7762%,-37.4856%
crafty_3_gcc-200_1.txt,2,2.3244,97.3655,1.9060,40160,0,0.000000,860451954,2.4382,98.5708,1.7405,6619,0,0.000000,820282131,2.3255,96.6595,1.9412,29684,0,0.000000,860047753,2.4378,98.5709,1.7399,6575,0,0.000000,820397526,2.4378,98.5709,1.7399,6575,0,0.000000,820397526,2.4378,98.5709,1.7399,6575,0,0.000000,820397526,+4.8971%,+1.2053%,-8.6832%,+0.0470%,-0.7060%,+1.8447%,+4.8823%,+1.2053%,-8.7139%,+4.8823%,+1.2053%,-8.7139%,+4.8823%,+1.2053%,-8.7139%
crafty_3_gcc-expr_1.txt,2,2.3864,97.5373,1.7781,54761,0,0.000000,838094616,2.4973,98.7109,1.6196,5843,0,0.000000,800861701,2.3870,96.8317,1.8142,38529,0,0.000000,837884034,2.4976,98.7114,1.6180,5676,0,0.000000,800773424,2.4976,98.7114,1.6180,5676,0,0.000000,800773424,2.4976,98.7114,1.6180,5676,0,0.000000,800773424,+4.6491%,+1.1737%,-8.9144%,+0.0251%,-0.7056%,+2.0280%,+4.6606%,+1.1741%,-9.0046%,+4.6606%,+1.1741%,-9.0046%,+4.6606%,+1.1741%,-9.0046%
crafty_3_gcc-scilab_1.txt,2,2.3570,97.5546,1.7688,33588,0,0.000000,848534299,2.4697,98.7792,1.6026,4691,0,0.000000,809820671,2.3541,96.8622,1.8019,24734,0,0.000000,849574772,2.4700,98.7795,1.6017,4650,0,0.000000,809701764,2.4700,98.7795,1.6017,4650,0,0.000000,809701764,2.4700,98.7795,1.6017,4650,0,0.000000,809701764,+4.7805%,+1.2246%,-9.3949%,-0.1225%,-0.6924%,+1.8672%,+4.7959%,+1.2249%,-9.4501%,+4.7959%,+1.2249%,-9.4501%,+4.7959%,+1.2249%,-9.4501%
crafty_3_gzip-program_1.txt,2,2.9484,97.3304,1.8684,69880,0,0.000000,678323787,3.0211,98.2106,1.7065,20806,0,0.000000,662014970,2.9416,96.4664,1.9268,87718,0,0.000000,679908606,3.0209,98.2104,1.7063,20744,0,0.000000,662054158,3.0209,98.2104,1.7063,20744,0,0.000000,662054158,3.0209,98.2104,1.7063,20744,0,0.000000,662054158,+2.4635%,+0.8803%,-8.6667%,-0.2331%,-0.8639%,+3.1261%,+2.4574%,+0.8801%,-8.6735%,+2.4574%,+0.8801%,-8.6735%,+2.4574%,+0.8801%,-8.6735%
crafty_3_gzip-source_1.txt,2,3.0656,97.4593,1.9145,72672,0,0.000000,652399207,3.1405,98.2689,1.7597,20958,0,0.000000,636844751,3.0553,96.5354,1.9831,93454,0,0.000000,654590204,3.1406,98.2686,1.7599,21004,0,0.000000,636814449,3.1406,98.2686,1.7599,21004,0,0.000000,636814449,3.1406,98.2686,1.7599,21004,0,0.000000,636814449,+2.4424%,+0.8097%,-8.0836%,-0.3347%,-0.9239%,+3.5838%,+2.4473%,+0.8094%,-8.0772%,+2.4473%,+0.8094%,-8.0772%,+2.4473%,+0.8094%,-8.0772%
crafty_3_randacc_1.txt,2,3.6159,87.8056,1.6091,946,0,0.000000,553114798,3.8835,99.0695,0.9427,57,0,0.000000,514994556,3.6054,87.0474,1.6163,215,0,0.000000,554722380,3.8836,99.0695,0.9424,57,0,0.000000,514987369,3.8836,99.0695,0.9424,57,0,0.000000,514987369,3.8836,99.0695,0.9424,57,0,0.000000,514987369,+7.4021%,+11.2638%,-41.4176%,-0.2898%,-0.7583%,+0.4471%,+7.4036%,+11.2639%,-41.4327%,+7.4036%,+11.2639%,-41.4327%,+7.4036%,+11.2639%,-41.4327%
crafty_3_recurseq_1.txt,2,2.9491,97.7883,1.1484,1449,0,0.000000,678180889,3.1047,99.1325,0.9258,145,0,0.000000,644182084,2.9688,97.2491,1.1688,550,0,0.000000,673678967,3.1045,99.1325,0.9259,142,0,0.000000,644221206,3.1045,99.1325,0.9259,142,0,0.000000,644221206,3.1045,99.1325,0.9259,142,0,0.000000,644221206,+5.2778%,+1.3443%,-19.3839%,+0.6682%,-0.5391%,+1.7814%,+5.2714%,+1.3443%,-19.3736%,+5.2714%,+1.3443%,-19.3736%,+5.2714%,+1.3443%,-19.3736%
crafty_3_seqacc_1.txt,2,3.8137,91.9902,1.3445,783,0,0.000000,524424088,4.0437,99.4223,0.9025,77,0,0.000000,494601889,3.7970,93.2732,1.3668,206,0,0.000000,526727691,4.0436,99.4223,0.9026,77,0,0.000000,494614359,4.0436,99.4223,0.9026,77,0,0.000000,494614359,4.0436,99.4223,0.9026,77,0,0.000000,494614359,+6.0295%,+7.4321%,-32.8762%,-0.4373%,+1.2830%,+1.6573%,+6.0268%,+7.4321%,-32.8687%,+6.0268%,+7.4321%,-32.8687%,+6.0268%,+7.4321%,-32.8687%
gcc-200_1_randacc_3.txt,2,3.4687,90.1859,1.6089,92075,0,0.000000,576587004,3.6982,98.8320,1.1061,282727,0,0.000000,540810826,3.4947,87.7209,1.5988,96063,0,0.000000,572302457,3.6983,98.8320,1.1057,281234,0,0.000000,540795460,3.6983,98.8320,1.1057,281234,0,0.000000,540795460,3.6983,98.8320,1.1057,281234,0,0.000000,540795460,+6.6153%,+8.6462%,-31.2514%,+0.7487%,-2.4649%,-0.6265%,+6.6183%,+8.6462%,-31.2738%,+6.6183%,+8.6462%,-31.2738%,+6.6183%,+8.6462%,-31.2738%
gcc-200_1_recurseq_3.txt,2,2.6479,97.9842,1.3163,530754,0,0.000000,755311917,2.7660,98.8606,1.1459,572972,0,0.000000,723072130,2.6768,97.9248,1.2706,660271,0,0.000000,747170826,2.7658,98.8606,1.1459,572665,0,0.000000,723108321,2.7658,98.8606,1.1459,572665,0,0.000000,723108321,2.7658,98.8606,1.1459,572665,0,0.000000,723108321,+4.4587%,+0.8764%,-12.9439%,+1.0896%,-0.0594%,-3.4680%,+4.4535%,+0.8764%,-12.9401%,+4.4535%,+0.8764%,-12.9401%,+4.4535%,+0.8764%,-12.9401%
gcc-200_3_cacherand_1.txt,2,3.2485,70.4679,2.1141,74044,0,0.000000,615669768,3.4370,82.4696,1.5317,89265,0,0.000000,581905368,3.3149,65.3161,2.0391,74768,0,0.000000,603344135,3.4371,82.4696,1.5318,89674,0,0.000000,581887188,3.4371,82.4696,1.5318,89674,0,0.000000,581887188,3.4371,82.4696,1.5318,89674,0,0.000000,581887188,+5.8024%,+12.0017%,-27.5488%,+2.0429%,-5.1517%,-3.5503%,+5.8057%,+12.0017%,-27.5442%,+5.8057%,+12.0017%,-27.5442%,+5.8057%,+12.0017%,-27.5442%
gcc-200_3_crafty_1.txt,2,2.1198,96.5056,2.4203,1036604,0,0.000000,943469805,2.2206,97.7361,2.2559,924918,0,0.000000,900654492,2.1170,95.8859,2.4602,928458,0,0.000000,944717904,2.2203,97.7361,2.2562,919992,0,0.000000,900767567,2.2203,97.7361,2.2562,919992,0,0.000000,900767567,2.2203,97.7361,2.2562,919992,0,0.000000,900767567,+4.7538%,+1.2305%,-6.7919%,-0.1321%,-0.6197%,+1.6483%,+4.7407%,+1.2305%,-6.7797%,+4.7407%,+1.2305%,-6.7797%,+4.7407%,+1.2305%,-6.7797%
gcc-200_3_gcc-expr_1.txt,2,1.9468,97.6472,1.8917,725923,0,0.000000,1027322315,2.0183,98.4070,1.7811,576796,0,0.000000,990920229,1.9590,97.4586,1.8618,718882,0,0.000000,1020920726,2.0183,98.4069,1.7810,581463,0,0.000000,990922707,2.0183,98.4069,1.7810,581463,0,0.000000,990922707,2.0183,98.4069,1.7810,581463,0,0.000000,990922707,+3.6735%,+0.7598%,-5.8495%,+0.6270%,-0.1887%,-1.5824%,+3.6733%,+0.7596%,-5.8556%,+3.6733%,+0.7596%,-5.8556%,+3.6733%,+0.7596%,-5.8556%
gcc-200_3_gcc-scilab_1.txt,2,1.8869,97.6837,1.9160,766639,0,0.000000,1059939048,1.9562,98.4620,1.8105,671590,0,0.000000,1022413006,1.8939,97.4957,1.8882,803411,0,0.000000,1056016563,1.9560,98.4625,1.8103,660900,0,0.000000,1022500259,1.9560,98.4625,1.8103,660900,0,0.000000,1022500259,1.9560,98.4625,1.8103,660900,0,0.000000,1022500259,+3.6704%,+0.7783%,-5.5050%,+0.3715%,-0.1880%,-1.4534%,+3.6615%,+0.7788%,-5.5146%,+3.6615%,+0.7788%,-5.5146%,+3.6615%,+0.7788%,-5.5146%
gcc-200_3_gzip-program_1.txt,2,2.8566,97.3887,1.9269,440389,0,0.000000,700143425,2.9243,97.9579,1.7941,313345,0,0.000000,683927154,2.8628,97.1456,1.9079,465535,0,0.000000,698605290,2.9242,97.9579,1.7943,316429,0,0.000000,683941054,2.9242,97.9579,1.7943,316429,0,0.000000,683941054,2.9242,97.9579,1.7943,316429,0,0.000000,683941054,+2.3710%,+0.5692%,-6.8908%,+0.2202%,-0.2431%,-0.9870%,+2.3690%,+0.5692%,-6.8804%,+2.3690%,+0.5692%,-6.8804%,+2.3690%,+0.5692%,-6.8804%
gcc-200_3_gzip-source_1.txt,2,2.9373,97.4556,1.9905,480854,0,0.000000,680891998,3.0045,97.9997,1.8673,320343,0,0.000000,665661965,2.9448,97.1802,1.9661,489728,0,0.000000,679159635,3.0044,97.9996,1.8668,321135,0,0.000000,665699640,3.0044,97.9996,1.8668,321135,0,0.000000,665699640,3.0044,97.9996,1.8668,321135,0,0.000000,665699640,+2.2879%,+0.5441%,-6.1912%,+0.2551%,-0.2754%,-1.2295%,+2.2821%,+0.5440%,-6.2167%,+2.2821%,+0.5440%,-6.2167%,+2.2821%,+0.5440%,-6.2167%
gcc-200_3_randacc_1.txt,2,3.4687,90.1859,1.6089,92073,0,0.000000,576586994,3.6983,98.8321,1.1061,283012,0,0.000000,540795301,3.4948,87.7210,1.5987,95928,0,0.000000,572271219,3.6983,98.8320,1.1057,281232,0,0.000000,540795435,3.6983,98.8320,1.1057,281232,0,0.000000,540795435,3.6983,98.8320,1.1057,281232,0,0.000000,540795435,+6.6183%,+8.6462%,-31.2511%,+0.7541%,-2.4649%,-0.6319%,+6.6183%,+8.6462%,-31.2738%,+6.6183%,+8.6462%,-31.2738%,+6.6183%,+8.6462%,-31.2738%
gcc-200_3_recurseq_1.txt,2,2.6479,97.9844,1.3171,537067,0,0.000000,755329178,2.7659,98.8607,1.1458,572589,0,0.000000,723094971,2.6761,97.9252,1.2706,681095,0,0.000000,747344452,2.7660,98.8606,1.1458,569791,0,0.000000,723078109,2.7660,98.8606,1.1458,569791,0,0.000000,723078109,2.7660,98.8606,1.1458,569791,0,0.000000,723078109,+4.4578%,+0.8763%,-13.0006%,+1.0684%,-0.0592%,-3.5309%,+4.4603%,+0.8762%,-13.0019%,+4.4603%,+0.8762%,-13.0019%,+4.4603%,+0.8762%,-13.0019%
gcc-200_3_seqacc_1.txt,2,3.6350,94.3390,1.3672,100951,0,0.000000,550211315,3.8032,99.1964,1.0575,231931,0,0.000000,525870724,3.6546,93.9293,1.3229,124307,0,0.000000,547260744,3.8034,99.1964,1.0572,229565,0,0.000000,525847618,3.8034,99.1964,1.0572,229565,0,0.000000,525847618,3.8034,99.1964,1.0572,229565,0,0.000000,525847618,+4.6286%,+4.8575%,-22.6537%,+0.5392%,-0.4096%,-3.2417%,+4.6332%,+4.8574%,-22.6732%,+4.6332%,+4.8574%,-22.6732%,+4.6332%,+4.8574%,-22.6732%
gcc-expr_1_randacc_3.txt,2,3.5288,90.5172,1.4863,96380,0,0.000000,566764401,3.7384,98.9933,1.0113,185779,0,0.000000,534985707,3.5494,87.9148,1.4768,88993,0,0.000000,563474574,3.7384,98.9933,1.0114,184586,0,0.000000,534985967,3.7384,98.9933,1.0114,184586,0,0.000000,534985967,3.7384,98.9933,1.0114,184586,0,0.000000,534985967,+5.9401%,+8.4760%,-31.9587%,+0.5839%,-2.6025%,-0.6414%,+5.9401%,+8.4761%,-31.9495%,+5.9401%,+8.4761%,-31.9495%,+5.9401%,+8.4761%,-31.9495%
gcc-expr_1_recurseq_3.txt,2,2.6577,98.1621,1.2457,429338,0,0.000000,752526652,2.7628,98.9912,1.0905,196349,0,0.000000,723890768,2.6770,98.0720,1.2125,438324,0,0.000000,747113835,2.7630,98.9912,1.0902,195220,0,0.000000,723862315,2.7630,98.9912,1.0902,195220,0,0.000000,723862315,2.7630,98.9912,1.0902,195220,0,0.000000,723862315,+3.9558%,+0.8291%,-12.4632%,+0.7245%,-0.0901%,-2.6633%,+3.9599%,+0.8291%,-12.4827%,+3.9599%,+0.8291%,-12.4827%,+3.9599%,+0.8291%,-12.4827%
gcc-expr_3_cacherand_1.txt,2,3.3168,70.8215,1.9484,61212,0,0.000000,602982982,3.4909,82.6408,1.3988,52914,0,0.000000,572911372,3.3731,65.5289,1.8800,53682,0,0.000000,592926559,3.4910,82.6407,1.3986,53071,0,0.000000,572898432,3.4910,82.6407,1.3986,53071,0,0.000000,572898432,3.4910,82.6407,1.3986,53071,0,0.000000,572898432,+5.2489%,+11.8193%,-28.2076%,+1.6961%,-5.2926%,-3.5129%,+5.2513%,+11.8192%,-28.2189%,+5.2513%,+11.8192%,-28.2189%,+5.2513%,+11.8192%,-28.2189%
gcc-expr_3_crafty_1.txt,2,2.4189,97.2244,2.0663,1379832,0,0.000000,826831261,2.5276,98.3483,1.8939,1217878,0,0.000000,791272370,2.4198,96.5750,2.0970,1283482,0,0.000000,826498368,2.5275,98.3486,1.8941,1216783,0,0.000000,791280972,2.5275,98.3486,1.8941,1216783,0,0.000000,791280972,2.5275,98.3486,1.8941,1216783,0,0.000000,791280972,+4.4939%,+1.1239%,-8.3454%,+0.0403%,-0.6494%,+1.4843%,+4.4928%,+1.1242%,-8.3334%,+4.4928%,+1.1242%,-8.3334%,+4.4928%,+1.1242%,-8.3334%
gcc-expr_3_gcc-200_1.txt,2,2.0794,97.5360,1.9615,1042039,0,0.000000,961796192,2.1585,98.2700,1.8404,571118,0,0.000000,926561345,2.0939,97.3638,1.9307,1008202,0,0.000000,955150973,2.1580,98.2692,1.8396,568891,0,0.000000,926794694,2.1580,98.2692,1.8396,568891,0,0.000000,926794694,2.1580,98.2692,1.8396,568891,0,0.000000,926794694,+3.8027%,+0.7340%,-6.1755%,+0.6957%,-0.1722%,-1.5733%,+3.7766%,+0.7332%,-6.2140%,+3.7766%,+0.7332%,-6.2140%,+3.7766%,+0.7332%,-6.2140%
gcc-expr_3_gcc-scilab_1.txt,2,2.0747,97.7088,1.8344,1079678,0,0.000000,964014894,2.1558,98.4828,1.6897,590730,0,0.000000,927737437,2.0871,97.5346,1.8046,1056439,0,0.000000,958268165,2.1558,98.4832,1.6900,584333,0,0.000000,927740906,2.1558,98.4832,1.6900,584333,0,0.000000,927740906,2.1558,98.4832,1.6900,584333,0,0.000000,927740906,+3.9103%,+0.7740%,-7.8855%,+0.5997%,-0.1742%,-1.6268%,+3.9099%,+0.7745%,-7.8694%,+3.9099%,+0.7745%,-7.8694%,+3.9099%,+0.7745%,-7.8694%
gcc-expr_3_gzip-program_1.txt,2,2.8941,97.5677,1.8178,427281,0,0.000000,691060307,2.9561,98.1181,1.6925,188389,0,0.000000,676561873,2.9049,97.3271,1.7920,479367,0,0.000000,688484644,2.9563,98.1182,1.6926,187756,0,0.000000,676532455,2.9563,98.1182,1.6926,187756,0,0.000000,676532455,2.9563,98.1182,1.6926,187756,0,0.000000,676532455,+2.1429%,+0.5504%,-6.8919%,+0.3741%,-0.2406%,-1.4213%,+2.1474%,+0.5506%,-6.8882%,+2.1474%,+0.5506%,-6.8882%,+2.1474%,+0.5506%,-6.8882%
gcc-expr_3_gzip-source_1.txt,2,2.9966,97.6557,1.8670,439882,0,0.000000,667419850,3.0577,98.1799,1.7474,196056,0,0.000000,654081057,3.0039,97.3913,1.8539,509582,0,0.000000,665808832,3.0578,98.1800,1.7470,193182,0,0.000000,654055823,3.0578,98.1800,1.7470,193182,0,0.000000,654055823,3.0578,98.1800,1.7470,193182,0,0.000000,654055823,+2.0393%,+0.5241%,-6.4028%,+0.2419%,-0.2644%,-0.6994%,+2.0432%,+0.5243%,-6.4247%,+2.0432%,+0.5243%,-6.4247%,+2.0432%,+0.5243%,-6.4247%
gcc-expr_3_randacc_1.txt,2,3.5288,90.5172,1.4863,96378,0,0.000000,566764403,3.7383,98.9933,1.0113,185630,0,0.000000,534997361,3.5493,87.9147,1.4770,88616,0,0.000000,563488946,3.7384,98.9933,1.0114,184584,0,0.000000,534985957,3.7384,98.9933,1.0114,184584,0,0.000000,534985957,3.7384,98.9933,1.0114,184584,0,0.000000,534985957,+5.9378%,+8.4761%,-31.9580%,+0.5813%,-2.6025%,-0.6295%,+5.9401%,+8.4761%,-31.9495%,+5.9401%,+8.4761%,-31.9495%,+5.9401%,+8.4761%,-31.9495%
gcc-expr_3_recurseq_1.txt,2,2.6569,98.1618,1.2456,437211,0,0.000000,752767752,2.7626,98.9912,1.0906,195654,0,0.000000,723949718,2.6760,98.0720,1.2133,452905,0,0.000000,747385912,2.7629,98.9911,1.0905,194035,0,0.000000,723880905,2.7629,98.9911,1.0905,194035,0,0.000000,723880905,2.7629,98.9911,1.0905,194035,0,0.000000,723880905,+3.9807%,+0.8293%,-12.4431%,+0.7201%,-0.0899%,-2.5960%,+3.9906%,+0.8293%,-12.4499%,+3.9906%,+0.8293%,-12.4499%,+3.9906%,+0.8293%,-12.4499%
