============================================================
SMTSIM 自动测试执行工具（适配新指令格式）
执行策略：不同Cache目录 ➜ 串行 | 同目录指令 ➜ 并行
指令文件：test_commands.txt
总有效指令：360 条
Cache目录总数：2 个
单目录并行数：120
日志目录：每个Cache下的 logs/
============================================================

========================================
开始执行 Cache：smtc128 | 共 360 条指令 | 并行数：120
日志目录：smtc128/logs
========================================
✅ [36/360] smtc128 执行成功 | smtc128_task36_20260417_090702.log
✅ [31/360] smtc128 执行成功 | smtc128_task31_20260417_090702.log
✅ [35/360] smtc128 执行成功 | smtc128_task35_20260417_090702.log
✅ [33/360] smtc128 执行成功 | smtc128_task33_20260417_090702.log
✅ [107/360] smtc128 执行成功 | smtc128_task107_20260417_090702.log
✅ [102/360] smtc128 执行成功 | smtc128_task102_20260417_090702.log
✅ [19/360] smtc128 执行成功 | smtc128_task19_20260417_090702.log
✅ [73/360] smtc128 执行成功 | smtc128_task73_20260417_090702.log
✅ [30/360] smtc128 执行成功 | smtc128_task30_20260417_090702.log
✅ [28/360] smtc128 执行成功 | smtc128_task28_20260417_090702.log
✅ [116/360] smtc128 执行成功 | smtc128_task116_20260417_090702.log
✅ [26/360] smtc128 执行成功 | smtc128_task26_20260417_090702.log
✅ [15/360] smtc128 执行成功 | smtc128_task15_20260417_090702.log
✅ [71/360] smtc128 执行成功 | smtc128_task71_20260417_090702.log
✅ [24/360] smtc128 执行成功 | smtc128_task24_20260417_090702.log
✅ [44/360] smtc128 执行成功 | smtc128_task44_20260417_090702.log
✅ [8/360] smtc128 执行成功 | smtc128_task8_20260417_090702.log
✅ [80/360] smtc128 执行成功 | smtc128_task80_20260417_090702.log
✅ [42/360] smtc128 执行成功 | smtc128_task42_20260417_090702.log
✅ [21/360] smtc128 执行成功 | smtc128_task21_20260417_090702.log
✅ [78/360] smtc128 执行成功 | smtc128_task78_20260417_090702.log
✅ [13/360] smtc128 执行成功 | smtc128_task13_20260417_090702.log
✅ [6/360] smtc128 执行成功 | smtc128_task6_20260417_090702.log
✅ [27/360] smtc128 执行成功 | smtc128_task27_20260417_090702.log
✅ [114/360] smtc128 执行成功 | smtc128_task114_20260417_090702.log
✅ [111/360] smtc128 执行成功 | smtc128_task111_20260417_090702.log
✅ [74/360] smtc128 执行成功 | smtc128_task74_20260417_090702.log
✅ [110/360] smtc128 执行成功 | smtc128_task110_20260417_090702.log
✅ [63/360] smtc128 执行成功 | smtc128_task63_20260417_090702.log
✅ [69/360] smtc128 执行成功 | smtc128_task69_20260417_090702.log
✅ [76/360] smtc128 执行成功 | smtc128_task76_20260417_090702.log
✅ [32/360] smtc128 执行成功 | smtc128_task32_20260417_090702.log
✅ [105/360] smtc128 执行成功 | smtc128_task105_20260417_090702.log
✅ [1/360] smtc128 执行成功 | smtc128_task1_20260417_090702.log
✅ [5/360] smtc128 执行成功 | smtc128_task5_20260417_090702.log
✅ [41/360] smtc128 执行成功 | smtc128_task41_20260417_090702.log
✅ [66/360] smtc128 执行成功 | smtc128_task66_20260417_090702.log
✅ [103/360] smtc128 执行成功 | smtc128_task103_20260417_090702.log
✅ [23/360] smtc128 执行成功 | smtc128_task23_20260417_090702.log
✅ [25/360] smtc128 执行成功 | smtc128_task25_20260417_090702.log
✅ [67/360] smtc128 执行成功 | smtc128_task67_20260417_090702.log
✅ [77/360] smtc128 执行成功 | smtc128_task77_20260417_090702.log
✅ [12/360] smtc128 执行成功 | smtc128_task12_20260417_090702.log
✅ [64/360] smtc128 执行成功 | smtc128_task64_20260417_090702.log
✅ [40/360] smtc128 执行成功 | smtc128_task40_20260417_090702.log
✅ [113/360] smtc128 执行成功 | smtc128_task113_20260417_090702.log
✅ [22/360] smtc128 执行成功 | smtc128_task22_20260417_090702.log
✅ [4/360] smtc128 执行成功 | smtc128_task4_20260417_090702.log
✅ [29/360] smtc128 执行成功 | smtc128_task29_20260417_090702.log
✅ [100/360] smtc128 执行成功 | smtc128_task100_20260417_090702.log
✅ [18/360] smtc128 执行成功 | smtc128_task18_20260417_090702.log
✅ [112/360] smtc128 执行成功 | smtc128_task112_20260417_090702.log
✅ [11/360] smtc128 执行成功 | smtc128_task11_20260417_090702.log
✅ [20/360] smtc128 执行成功 | smtc128_task20_20260417_090702.log
✅ [17/360] smtc128 执行成功 | smtc128_task17_20260417_090702.log
✅ [87/360] smtc128 执行成功 | smtc128_task87_20260417_090702.log
✅ [37/360] smtc128 执行成功 | smtc128_task37_20260417_090702.log
✅ [72/360] smtc128 执行成功 | smtc128_task72_20260417_090702.log
✅ [98/360] smtc128 执行成功 | smtc128_task98_20260417_090702.log
✅ [51/360] smtc128 执行成功 | smtc128_task51_20260417_090702.log
✅ [62/360] smtc128 执行成功 | smtc128_task62_20260417_090702.log
✅ [57/360] smtc128 执行成功 | smtc128_task57_20260417_090702.log
✅ [70/360] smtc128 执行成功 | smtc128_task70_20260417_090702.log
✅ [108/360] smtc128 执行成功 | smtc128_task108_20260417_090702.log
✅ [49/360] smtc128 执行成功 | smtc128_task49_20260417_090702.log
✅ [43/360] smtc128 执行成功 | smtc128_task43_20260417_090702.log
✅ [93/360] smtc128 执行成功 | smtc128_task93_20260417_090702.log
✅ [3/360] smtc128 执行成功 | smtc128_task3_20260417_090702.log
✅ [7/360] smtc128 执行成功 | smtc128_task7_20260417_090702.log
✅ [60/360] smtc128 执行成功 | smtc128_task60_20260417_090702.log
✅ [68/360] smtc128 执行成功 | smtc128_task68_20260417_090702.log
✅ [65/360] smtc128 执行成功 | smtc128_task65_20260417_090702.log
✅ [96/360] smtc128 执行成功 | smtc128_task96_20260417_090702.log
✅ [85/360] smtc128 执行成功 | smtc128_task85_20260417_090702.log
✅ [9/360] smtc128 执行成功 | smtc128_task9_20260417_090702.log
✅ [75/360] smtc128 执行成功 | smtc128_task75_20260417_090702.log
✅ [106/360] smtc128 执行成功 | smtc128_task106_20260417_090702.log
✅ [38/360] smtc128 执行成功 | smtc128_task38_20260417_090702.log
✅ [115/360] smtc128 执行成功 | smtc128_task115_20260417_090702.log
✅ [79/360] smtc128 执行成功 | smtc128_task79_20260417_090702.log
✅ [16/360] smtc128 执行成功 | smtc128_task16_20260417_090702.log
✅ [55/360] smtc128 执行成功 | smtc128_task55_20260417_090702.log
✅ [91/360] smtc128 执行成功 | smtc128_task91_20260417_090702.log
✅ [14/360] smtc128 执行成功 | smtc128_task14_20260417_090702.log
✅ [10/360] smtc128 执行成功 | smtc128_task10_20260417_090702.log
✅ [99/360] smtc128 执行成功 | smtc128_task99_20260417_090702.log
✅ [109/360] smtc128 执行成功 | smtc128_task109_20260417_090702.log
✅ [2/360] smtc128 执行成功 | smtc128_task2_20260417_090702.log
✅ [89/360] smtc128 执行成功 | smtc128_task89_20260417_090702.log
✅ [39/360] smtc128 执行成功 | smtc128_task39_20260417_090702.log
✅ [119/360] smtc128 执行成功 | smtc128_task119_20260417_090702.log
✅ [95/360] smtc128 执行成功 | smtc128_task95_20260417_090702.log
✅ [97/360] smtc128 执行成功 | smtc128_task97_20260417_090702.log
✅ [104/360] smtc128 执行成功 | smtc128_task104_20260417_090702.log
✅ [84/360] smtc128 执行成功 | smtc128_task84_20260417_090702.log
✅ [47/360] smtc128 执行成功 | smtc128_task47_20260417_090702.log
✅ [54/360] smtc128 执行成功 | smtc128_task54_20260417_090702.log
✅ [56/360] smtc128 执行成功 | smtc128_task56_20260417_090702.log
✅ [120/360] smtc128 执行成功 | smtc128_task120_20260417_090702.log
✅ [101/360] smtc128 执行成功 | smtc128_task101_20260417_090702.log
✅ [61/360] smtc128 执行成功 | smtc128_task61_20260417_090702.log
✅ [59/360] smtc128 执行成功 | smtc128_task59_20260417_090702.log
✅ [83/360] smtc128 执行成功 | smtc128_task83_20260417_090702.log
✅ [94/360] smtc128 执行成功 | smtc128_task94_20260417_090702.log
✅ [48/360] smtc128 执行成功 | smtc128_task48_20260417_090702.log
✅ [90/360] smtc128 执行成功 | smtc128_task90_20260417_090702.log
✅ [58/360] smtc128 执行成功 | smtc128_task58_20260417_090702.log
✅ [53/360] smtc128 执行成功 | smtc128_task53_20260417_090702.log
✅ [50/360] smtc128 执行成功 | smtc128_task50_20260417_090702.log
✅ [86/360] smtc128 执行成功 | smtc128_task86_20260417_090702.log
✅ [92/360] smtc128 执行成功 | smtc128_task92_20260417_090702.log
✅ [45/360] smtc128 执行成功 | smtc128_task45_20260417_090702.log
✅ [82/360] smtc128 执行成功 | smtc128_task82_20260417_090702.log
✅ [81/360] smtc128 执行成功 | smtc128_task81_20260417_090702.log
✅ [46/360] smtc128 执行成功 | smtc128_task46_20260417_090702.log
✅ [117/360] smtc128 执行成功 | smtc128_task117_20260417_090702.log
✅ [118/360] smtc128 执行成功 | smtc128_task118_20260417_090702.log
✅ [52/360] smtc128 执行成功 | smtc128_task52_20260417_090702.log
✅ [121/360] smtc128 执行成功 | smtc128_task121_20260417_092311.log
✅ [88/360] smtc128 执行成功 | smtc128_task88_20260417_090702.log
✅ [143/360] smtc128 执行成功 | smtc128_task143_20260417_093451.log
✅ [34/360] smtc128 执行成功 | smtc128_task34_20260417_090702.log
✅ [123/360] smtc128 执行成功 | smtc128_task123_20260417_092720.log
✅ [152/360] smtc128 执行成功 | smtc128_task152_20260417_093717.log
✅ [129/360] smtc128 执行成功 | smtc128_task129_20260417_093059.log
✅ [126/360] smtc128 执行成功 | smtc128_task126_20260417_093001.log
✅ [188/360] smtc128 执行成功 | smtc128_task188_20260417_094022.log
✅ [141/360] smtc128 执行成功 | smtc128_task141_20260417_093417.log
✅ [122/360] smtc128 执行成功 | smtc128_task122_20260417_092325.log
✅ [136/360] smtc128 执行成功 | smtc128_task136_20260417_093356.log
✅ [127/360] smtc128 执行成功 | smtc128_task127_20260417_093037.log
✅ [150/360] smtc128 执行成功 | smtc128_task150_20260417_093628.log
✅ [138/360] smtc128 执行成功 | smtc128_task138_20260417_093358.log
✅ [186/360] smtc128 执行成功 | smtc128_task186_20260417_094016.log
✅ [139/360] smtc128 执行成功 | smtc128_task139_20260417_093408.log
✅ [125/360] smtc128 执行成功 | smtc128_task125_20260417_092917.log
✅ [179/360] smtc128 执行成功 | smtc128_task179_20260417_093953.log
✅ [134/360] smtc128 执行成功 | smtc128_task134_20260417_093348.log
✅ [144/360] smtc128 执行成功 | smtc128_task144_20260417_093456.log
✅ [148/360] smtc128 执行成功 | smtc128_task148_20260417_093617.log
✅ [132/360] smtc128 执行成功 | smtc128_task132_20260417_093235.log
✅ [215/360] smtc128 执行成功 | smtc128_task215_20260417_094409.log
✅ [168/360] smtc128 执行成功 | smtc128_task168_20260417_093835.log
✅ [149/360] smtc128 执行成功 | smtc128_task149_20260417_093624.log
✅ [224/360] smtc128 执行成功 | smtc128_task224_20260417_094503.log
✅ [185/360] smtc128 执行成功 | smtc128_task185_20260417_094013.log
✅ [145/360] smtc128 执行成功 | smtc128_task145_20260417_093510.log
✅ [142/360] smtc128 执行成功 | smtc128_task142_20260417_093438.log
✅ [222/360] smtc128 执行成功 | smtc128_task222_20260417_094440.log
✅ [137/360] smtc128 执行成功 | smtc128_task137_20260417_093356.log
✅ [211/360] smtc128 执行成功 | smtc128_task211_20260417_094235.log
✅ [221/360] smtc128 执行成功 | smtc128_task221_20260417_094429.log
✅ [135/360] smtc128 执行成功 | smtc128_task135_20260417_093349.log
✅ [174/360] smtc128 执行成功 | smtc128_task174_20260417_093931.log
✅ [159/360] smtc128 执行成功 | smtc128_task159_20260417_093759.log
✅ [140/360] smtc128 执行成功 | smtc128_task140_20260417_093415.log
✅ [146/360] smtc128 执行成功 | smtc128_task146_20260417_093521.log
✅ [170/360] smtc128 执行成功 | smtc128_task170_20260417_093839.log
✅ [206/360] smtc128 执行成功 | smtc128_task206_20260417_094143.log
✅ [181/360] smtc128 执行成功 | smtc128_task181_20260417_094003.log
